City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,Bocaiuva,-17.1078,-43.815,74.91,23,14,10.33,BR,2022-08-31 20:20:31
271,Ibra,22.6906,58.5334,82.69,49,4,5.03,OM,2022-08-31 20:20:32
272,Tambilil,5.9622,124.6697,77.94,82,89,3.31,PH,2022-08-31 20:20:32
273,Solnechnyy,50.7214,136.6319,52.16,97,12,4.27,RU,2022-08-31 20:20:33
274,Coaraci,-14.6408,-39.5511,65.57,86,99,4.92,BR,2022-08-31 20:20:33
275,Severobaykalsk,55.65,109.3167,48.69,90,100,4.18,RU,2022-08-31 20:20:34
276,Tiksi,71.6872,128.8694,39.09,97,73,5.19,RU,2022-08-31 20:20:34
277,Olinda,-8.0089,-34.8553,78.53,65,75,17.27,BR,2022-08-31 20:21:34
278,Mancio Lima,-7.6142,-72.8958,89.67,51,20,5.75,BR,2022-08-31 20:21:35
279,Caravelas,-17.7125,-39.2481,67.28,77,99,11.43,BR,2022-08-31 20:21:35
280,Tucuman,-26.8241,-65.2226,78.8,19,0,12.66,AR,2022-08-31 20:21:36
281,Hobyo,5.3505,48.5268,75.69,87,54,21.18,SO,2022-08-31 20:21:36
282,Zaozerne,45.1582,33.2787,78.67,63,53,7.65,UA,2022-08-31 20:21:37
283,Kahului,20.8947,-156.47,80.96,71,75,9.22,US,2022-08-31 20:21:37
284,Janauba,-15.8025,-43.3089,75.92,30,0,15.12,BR,2022-08-31 20:21:38
285,Manyana,-23.4,21.7167,66.2,35,0,12.66,BW,2022-08-31 20:21:38
286,Dikson,73.5069,80.5464,41.14,89,89,12.88,RU,2022-08-31 20:21:15
287,Saldanha,-33.0117,17.9442,69.85,46,71,10.58,ZA,2022-08-31 20:21:38
288,Samarai,-10.6167,150.6667,79.25,85,100,18.23,PG,2022-08-31 20:21:39
289,Mabaruma,8.2,-59.7833,80.29,85,79,5.1,GY,2022-08-31 20:21:39
290,Itzehoe,53.921,9.5153,62.58,69,1,6.8,DE,2022-08-31 20:21:40
291,Qeshm,26.9581,56.2719,85.89,73,100,10.2,IR,2022-08-31 20:21:40
292,Acarau,-2.8856,-40.12,81.12,63,6,16.51,BR,2022-08-31 20:21:40
